ds;country;polygon_source;polygon_id;polygon_name;changeofmovement;stayput;baseline_name;baseline_type;;provinsi
Aug-21;IDN;GADM;IDN.9.25_1;Sumedang;-0.14403;0.25015;full_february;DAY_OF_WEEK;;Jawa Barat
Aug-21;IDN;GADM;IDN.11.34_1;Sumenep;-0.082159167;0.2190075;full_february;DAY_OF_WEEK;;Jawa Timur
Aug-21;IDN;GADM;IDN.11.35_1;Surabaya;-0.261241667;0.257323333;full_february;DAY_OF_WEEK;;Jawa Timur
Aug-21;IDN;GADM;IDN.10.31_1;Surakarta;-0.253003333;0.210665833;full_february;DAY_OF_WEEK;;Jawa Tengah
Aug-21;IDN;GADM;IDN.4.8_1;Tangerang;-0.173738333;0.241948333;full_february;DAY_OF_WEEK;;Banten
Aug-21;IDN;GADM;IDN.4.7_1;Tangerang Selatan;-0.302885833;0.301804167;full_february;DAY_OF_WEEK;;Banten
Aug-21;IDN;GADM;IDN.9.26_1;Tasikmalaya;-0.111025833;0.283985833;full_february;DAY_OF_WEEK;;Jawa Barat
Aug-21;IDN;GADM;IDN.10.32_1;Tegal;-0.168249167;0.235495833;full_february;DAY_OF_WEEK;;Jawa Tengah
Aug-21;IDN;GADM;IDN.10.33_1;Temanggung;-0.14417;0.2374725;full_february;DAY_OF_WEEK;;Jawa Tengah
Aug-21;IDN;GADM;IDN.11.36_1;Trenggalek;-0.186660833;0.301624167;full_february;DAY_OF_WEEK;;Jawa Timur
Aug-21;IDN;GADM;IDN.11.37_1;Tuban;-0.1245225;0.2122075;full_february;DAY_OF_WEEK;;Jawa Timur
Aug-21;IDN;GADM;IDN.11.38_1;Tulungagung;-0.1891575;0.2718675;full_february;DAY_OF_WEEK;;Jawa Timur
Aug-21;IDN;GADM;IDN.10.35_1;Wonogiri;-0.138941667;0.251211667;full_february;DAY_OF_WEEK;;Jawa Tengah
Aug-21;IDN;GADM;IDN.10.36_1;Wonosobo;-0.1801375;0.278956667;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.2_1;Bandung;-0.119053226;0.244469032;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.1_1;Bandung Barat;-0.118787419;0.237688065;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.1_1;Bangkalan;-0.067056774;0.218810968;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.13.3_1;Banjar;-0.073892581;0.210394355;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.1_1;Banjarnegara;-0.086895806;0.257100323;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.33.1_1;Bantul;-0.129392258;0.186151935;full_february;DAY_OF_WEEK;;Yogyakarta
Dec-20;IDN;GADM;IDN.10.2_1;Banyumas;-0.123797742;0.239052581;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.2_1;Banyuwangi;-0.097867742;0.234024516;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.3_1;Batang;-0.016536129;0.212747419;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.3_1;Batu;-0.10083129;0.215308387;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.9.4_1;Bekasi;-0.106845484;0.221856452;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.4_1;Blitar;-0.103352581;0.233764839;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.4_1;Blora;-0.087384194;0.216444516;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.5_1;Bogor;-0.130678387;0.227405161;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.5_1;Bojonegoro;-0.059289677;0.217101613;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.6_1;Bondowoso;-0.076106129;0.227306129;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.5_1;Boyolali;-0.048002581;0.178787419;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.6_1;Brebes;-0.022528387;0.244935806;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.6_1;Ciamis;-0.00072129;0.230498387;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.7_1;Cianjur;-0.071115161;0.251824839;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.7_1;Cilacap;-0.0902;0.240996452;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.4.1_1;Cilegon;-0.03471129;0.191194839;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.9.8_1;Cimahi;-0.164918065;0.251732258;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.9_1;Cirebon;-0.070683226;0.217691613;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.8_1;Demak;-0.030064516;0.200517097;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.10_1;Depok;-0.160845806;0.259953871;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.11_1;Garut;-0.048266774;0.247609355;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.7_1;Gresik;-0.100649355;0.206587742;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.9_1;Grobogan;-0.086637419;0.229306452;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.33.2_1;Gunung Kidul;-0.065878387;0.178469677;full_february;DAY_OF_WEEK;;Yogyakarta
Dec-20;IDN;GADM;IDN.9.12_1;Indramayu;-0.031280645;0.250094839;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.7.1_1;Jakarta Barat;-0.194349677;0.261285161;full_february;DAY_OF_WEEK;;Jakarta Raya
Dec-20;IDN;GADM;IDN.7.2_1;Jakarta Pusat;-0.222925161;0.261051613;full_february;DAY_OF_WEEK;;Jakarta Raya
Dec-20;IDN;GADM;IDN.7.3_1;Jakarta Selatan;-0.235297419;0.274746452;full_february;DAY_OF_WEEK;;Jakarta Raya
Dec-20;IDN;GADM;IDN.7.4_1;Jakarta Timur;-0.222159032;0.273663548;full_february;DAY_OF_WEEK;;Jakarta Raya
Dec-20;IDN;GADM;IDN.7.5_1;Jakarta Utara;-0.188049355;0.270961613;full_february;DAY_OF_WEEK;;Jakarta Raya
Dec-20;IDN;GADM;IDN.11.8_1;Jember;-0.088548387;0.236576129;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.10_1;Jepara;-0.09068871;0.184962903;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.9_1;Jombang;-0.061729677;0.221752258;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.11_1;Karanganyar;-0.128126129;0.174843871;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.13_1;Karawang;-0.087985806;0.19852129;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.12_1;Kebumen;-0.072312258;0.236074839;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.10_1;Kediri;-0.078070968;0.214764194;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.13_1;Kendal;-0.101577097;0.205607097;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.7.6_1;Kepulauan Seribu;-0.100374516;0.257670645;full_february;DAY_OF_WEEK;;Jakarta Raya
Dec-20;IDN;GADM;IDN.10.14_1;Klaten;-0.083353871;0.183206774;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.14_1;Kota Bandung;-0.173863871;0.263684839;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.15_1;Kota Bekasi;-0.186556452;0.25994;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.11_1;Kota Blitar;-0.100123548;0.22053129;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.9.16_1;Kota Bogor;-0.15494;0.244856129;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.17_1;Kota Cirebon;-0.109967419;0.218579677;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.12_1;Kota Kediri;-0.098613226;0.207023871;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.13_1;Kota Madiun;-0.091090645;0.187646774;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.15_1;Kota Magelang;-0.144943871;0.204090968;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.14_1;Kota Malang;-0.132773548;0.250327742;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.15_1;Kota Mojokerto;-0.05621129;0.192247419;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.16_1;Kota Pasuruan;-0.047804839;0.206226129;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.16_1;Kota Pekalongan;-0.100606774;0.206353871;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.17_1;Kota Probolinggo;-0.093918065;0.205865161;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.17_1;Kota Semarang;-0.138048065;0.196732903;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.4.2_1;Kota Serang;-0.086082581;0.208299355;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.9.18_1;Kota Sukabumi;-0.08102129;0.24806871;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.4.3_1;Kota Tangerang;-0.167522903;0.235213871;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.9.19_1;Kota Tasikmalaya;-0.054338065;0.23045871;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.18_1;Kota Tegal;-0.104526129;0.196836129;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.33.3_1;Kota Yogyakarta;-0.119959677;0.202144839;full_february;DAY_OF_WEEK;;Yogyakarta
Dec-20;IDN;GADM;IDN.10.19_1;Kudus;-0.104840323;0.176327097;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.33.4_1;Kulon Progo;-0.085701935;0.181976774;full_february;DAY_OF_WEEK;;Yogyakarta
Dec-20;IDN;GADM;IDN.9.20_1;Kuningan;-0.102128387;0.248894839;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.18_1;Lamongan;-0.048729032;0.219749355;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.4.4_1;Lebak;-0.053032258;0.255268387;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.11.19_1;Lumajang;-0.063215806;0.235651613;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.20_1;Madiun;-0.104240968;0.222082258;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.20_1;Magelang;-0.120997097;0.218524194;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.21_1;Magetan;-0.090673871;0.222067742;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.9.21_1;Majalengka;-0.034249032;0.24652871;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.22_1;Malang;-0.120716452;0.240149032;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.23_1;Mojokerto;-0.083636452;0.19075129;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.24_1;Nganjuk;-0.045349677;0.227205161;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.25_1;Ngawi;-0.093798387;0.224807097;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.26_1;Pacitan;-0.085475806;0.227164516;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.27_1;Pamekasan;-0.041751613;0.182147097;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.4.5_1;Pandeglang;-0.041746129;0.267091935;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.11.28_1;Pasuruan;-0.049333871;0.20944871;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.21_1;Pati;-0.111068065;0.23618;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.22_1;Pekalongan;-0.047296774;0.220053871;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.23_1;Pemalang;-0.03618871;0.25739129;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.29_1;Ponorogo;-0.072933548;0.234981613;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.30_1;Probolinggo;-0.063747097;0.224769677;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.24_1;Purbalingga;-0.130627419;0.234065806;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.22_1;Purwakarta;-0.057224194;0.20991129;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.25_1;Purworejo;-0.127985484;0.226712581;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.26_1;Rembang;-0.066605484;0.225734516;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.27_1;Salatiga;-0.118872903;0.188693548;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.31_1;Sampang;0.009816452;0.215052903;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.28_1;Semarang;-0.064827097;0.193556129;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.4.6_1;Serang;-0.047409032;0.202009355;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.11.32_1;Sidoarjo;-0.118047419;0.200780323;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.33_1;Situbondo;-0.05187;0.219751613;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.33.5_1;Sleman;-0.117904839;0.19525871;full_february;DAY_OF_WEEK;;Yogyakarta
Dec-20;IDN;GADM;IDN.10.29_1;Sragen;-0.080722258;0.198414839;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.23_1;Subang;-0.000257419;0.215897742;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.9.24_1;Sukabumi;-0.099481613;0.253842581;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.30_1;Sukoharjo;-0.123603226;0.17101;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.9.25_1;Sumedang;-0.078348387;0.232532258;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.11.34_1;Sumenep;-0.027273871;0.20499129;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.35_1;Surabaya;-0.172723871;0.224345484;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.31_1;Surakarta;-0.180227742;0.184712258;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.4.8_1;Tangerang;-0.108841613;0.220026129;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.4.7_1;Tangerang Selatan;-0.187370323;0.251953871;full_february;DAY_OF_WEEK;;Banten
Dec-20;IDN;GADM;IDN.9.26_1;Tasikmalaya;-0.014623226;0.266182903;full_february;DAY_OF_WEEK;;Jawa Barat
Dec-20;IDN;GADM;IDN.10.32_1;Tegal;-0.080931935;0.230825484;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.33_1;Temanggung;-0.07997871;0.224486452;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.11.36_1;Trenggalek;-0.072991935;0.252472581;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.37_1;Tuban;-0.089802581;0.207888387;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.11.38_1;Tulungagung;-0.099355806;0.235847097;full_february;DAY_OF_WEEK;;Jawa Timur
Dec-20;IDN;GADM;IDN.10.35_1;Wonogiri;-0.058803871;0.218017419;full_february;DAY_OF_WEEK;;Jawa Tengah
Dec-20;IDN;GADM;IDN.10.36_1;Wonosobo;-0.089840323;0.256475484;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.9.2_1;Bandung;-0.161126071;0.249526786;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.9.1_1;Bandung Barat;-0.174885;0.246833929;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.1_1;Bangkalan;-0.126283214;0.223727857;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.13.3_1;Banjar;-0.139417143;0.219310357;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.10.1_1;Banjarnegara;-0.173497857;0.266078214;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.33.1_1;Bantul;-0.1942125;0.200480714;full_february;DAY_OF_WEEK;;Yogyakarta
Feb-21;IDN;GADM;IDN.10.2_1;Banyumas;-0.163746071;0.244134286;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.11.2_1;Banyuwangi;-0.169241786;0.249732143;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.3_1;Batang;-0.0809975;0.228760357;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.11.3_1;Batu;-0.222862143;0.238789643;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.9.4_1;Bekasi;-0.165100714;0.24028;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.4_1;Blitar;-0.178341429;0.251922857;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.4_1;Blora;-0.133542143;0.229748214;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.9.5_1;Bogor;-0.191275357;0.244772857;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.5_1;Bojonegoro;-0.110661786;0.221418214;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.11.6_1;Bondowoso;-0.160989286;0.239286786;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.5_1;Boyolali;-0.113164643;0.191585357;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.10.6_1;Brebes;-0.094625;0.256911429;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.9.6_1;Ciamis;-0.100751071;0.248302143;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.9.7_1;Cianjur;-0.136978571;0.2597575;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.10.7_1;Cilacap;-0.181462857;0.25987;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.4.1_1;Cilegon;-0.105833571;0.205112857;full_february;DAY_OF_WEEK;;Banten
Feb-21;IDN;GADM;IDN.9.8_1;Cimahi;-0.2065675;0.258697143;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.9.9_1;Cirebon;-0.139918571;0.229620357;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.10.8_1;Demak;-0.079671786;0.217975714;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.9.10_1;Depok;-0.197551786;0.274141786;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.9.11_1;Garut;-0.116463571;0.254414286;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.7_1;Gresik;-0.153609286;0.209376786;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.9_1;Grobogan;-0.1355975;0.243728214;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.33.2_1;Gunung Kidul;-0.177864286;0.204596786;full_february;DAY_OF_WEEK;;Yogyakarta
Feb-21;IDN;GADM;IDN.9.12_1;Indramayu;-0.1170175;0.274011786;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.7.1_1;Jakarta Barat;-0.227978214;0.273486071;full_february;DAY_OF_WEEK;;Jakarta Raya
Feb-21;IDN;GADM;IDN.7.2_1;Jakarta Pusat;-0.265639286;0.273761429;full_february;DAY_OF_WEEK;;Jakarta Raya
Feb-21;IDN;GADM;IDN.7.3_1;Jakarta Selatan;-0.280839643;0.291731071;full_february;DAY_OF_WEEK;;Jakarta Raya
Feb-21;IDN;GADM;IDN.7.4_1;Jakarta Timur;-0.265177857;0.288149643;full_february;DAY_OF_WEEK;;Jakarta Raya
Feb-21;IDN;GADM;IDN.7.5_1;Jakarta Utara;-0.230682143;0.285083571;full_february;DAY_OF_WEEK;;Jakarta Raya
Feb-21;IDN;GADM;IDN.11.8_1;Jember;-0.150854643;0.250375;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.10_1;Jepara;-0.145535357;0.195109643;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.11.9_1;Jombang;-0.123369286;0.230236429;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.11_1;Karanganyar;-0.1876775;0.186689643;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.9.13_1;Karawang;-0.146876786;0.214555357;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.10.12_1;Kebumen;-0.163040714;0.253873571;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.11.10_1;Kediri;-0.138686071;0.227859643;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.13_1;Kendal;-0.167197857;0.226053571;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.7.6_1;Kepulauan Seribu;-0.188874286;0.288753929;full_february;DAY_OF_WEEK;;Jakarta Raya
Feb-21;IDN;GADM;IDN.10.14_1;Klaten;-0.161457143;0.201685357;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.9.14_1;Kota Bandung;-0.210225;0.2696275;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.9.15_1;Kota Bekasi;-0.230843929;0.279379286;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.11_1;Kota Blitar;-0.170465;0.233830357;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.9.16_1;Kota Bogor;-0.198705714;0.2605875;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.9.17_1;Kota Cirebon;-0.145565714;0.2232075;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.12_1;Kota Kediri;-0.147779286;0.213188214;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.11.13_1;Kota Madiun;-0.184663929;0.216518571;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.15_1;Kota Magelang;-0.180893571;0.208872857;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.11.14_1;Kota Malang;-0.190736786;0.255128929;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.11.15_1;Kota Mojokerto;-0.109942857;0.201545357;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.11.16_1;Kota Pasuruan;-0.128953571;0.219701429;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.16_1;Kota Pekalongan;-0.186265;0.231628929;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.11.17_1;Kota Probolinggo;-0.145915;0.210383571;full_february;DAY_OF_WEEK;;Jawa Timur
Feb-21;IDN;GADM;IDN.10.17_1;Kota Semarang;-0.194426071;0.214273571;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.4.2_1;Kota Serang;-0.140046071;0.220055714;full_february;DAY_OF_WEEK;;Banten
Feb-21;IDN;GADM;IDN.9.18_1;Kota Sukabumi;-0.075873214;0.242647143;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.4.3_1;Kota Tangerang;-0.210275;0.249012143;full_february;DAY_OF_WEEK;;Banten
Feb-21;IDN;GADM;IDN.9.19_1;Kota Tasikmalaya;-0.088814643;0.232540357;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.10.18_1;Kota Tegal;-0.155954286;0.206833214;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.33.3_1;Kota Yogyakarta;-0.230191071;0.219306786;full_february;DAY_OF_WEEK;;Yogyakarta
Feb-21;IDN;GADM;IDN.10.19_1;Kudus;-0.158317143;0.188081429;full_february;DAY_OF_WEEK;;Jawa Tengah
Feb-21;IDN;GADM;IDN.33.4_1;Kulon Progo;-0.170098214;0.193734643;full_february;DAY_OF_WEEK;;Yogyakarta
Feb-21;IDN;GADM;IDN.9.20_1;Kuningan;-0.175003571;0.262703571;full_february;DAY_OF_WEEK;;Jawa Barat
Feb-21;IDN;GADM;IDN.11.18_1;Lamongan;-0.114083571;0.226066071;full_february;DAY_OF_WEEK;;Jawa Timur
